index,index,Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,mahalanobis,is_outlier,MDS1,MDS2
352,352,353,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,南投縣魚池鄉水社村中正路63-1號,2,黑咖啡道咖啡,,宸嶧國際,,,黑咖啡道王憲備0912326001        ,1,10 kg,Blossom Valley International,2016 / 2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5,0.11,0,0.0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,,,,3.0006611490752015,False,1.1886512312090427,0.8956530244523949
353,353,354,Arabica,"ceca, s.a.",Costa Rica,,8038,beneficio montañas del diamante,5-025-0250,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,245,69 kg,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016","CECA, S.A.",Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,0,0.0,Blue-Green,0,"June 6th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0,2.8633171714091525,False,-0.8116282582591581,-0.9059742962054479
354,354,355,Arabica,carcafe ltda ci,Colombia,,3-59-1919,neiva,3-59-1919,carcafe ltda,1000,pitalito,Mecias Urbano / Yaniver Alvarez,250,70 kg,Almacafé,2016,"April 7th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,Green,0,"April 7th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1000.0,1000.0,1000.0,2.066849858726339,False,-1.2498614166714477,-1.0354100840966518
355,355,356,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0145,beneficio ixchel,11/23/0145,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0.1,0,2.0,Bluish-Green,5,"March 16th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,0.9559097574748754,False,-0.7044533921584178,0.2529599646262931
356,356,357,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0634,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,180,70 kg,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0.12,0,0.0,Green,4,"November 18th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,1.330344172666478,False,-0.7525914817965911,0.4348512151085236
357,357,358,Arabica,damari absalome,"Tanzania, United Republic Of",ano family,,arusha,CA007,tawoca,1400m,nkure- meru,Mr & Mrs Damari Absalome,5,60 kg,Africa Fine Coffee Association,2015,"November 16th, 2015",Damari Absalome,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,0,0.0,Green,21,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400.0,1400.0,1400.0,1.176442428937568,False,-0.8298020410001486,0.548336207554116
358,358,359,Arabica,aulia arif syahri,Indonesia,yusrin,,olam,To be advice,pt. olam indonesia,1500,bener meriah,Yusrin,200,30 kg,Specialty Coffee Association,2015,"September 14th, 2015",Aulia Arif Syahri,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,0,0.0,Bluish-Green,8,"September 13th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500.0,1500.0,1500.0,2.6700685700060376,False,-0.47588663332223224,0.6072741012296932
359,359,360,Arabica,debesa agro industry plc,Ethiopia,,,,2014/15,debesa agro industry plc,1600 on average,oromia,Debesa,320,60 kg,METAD Agricultural Development plc,2014,"March 31st, 2015",Debesa Agro Industry Plc,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,1,0.0,,18,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1600.0,1600.0,1600.0,1.069993603464498,False,-0.9864106845028012,0.1661215810757129
360,360,361,Arabica,federacion nacional de cafeteros,Colombia,,,,01-1437,federacion nacional de cafeteros,,huila,,275,2 kg,Almacafé,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.0,1,0.0,,0,"March 11th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,2.723120381516044,False,-0.8154885726836121,-0.924600036326971
361,361,362,Arabica,exportadora de cafe condor s.a,Colombia,,,bonanza - armenia,3-68-0068,exportadora de cafe condor s.a,1850 msnm,huila,,275,70 kg,Almacafé,2014,"January 22nd, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,Green,0,"January 22nd, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1850.0,1850.0,1850.0,2.8878807596792493,False,-0.9649369662711652,0.2786037593876528
362,362,363,Arabica,the coffee source inc.,Guatemala,several,,ixchel,11-023-0025,the coffee source inc.,1400 mts,atitlan,UNEX,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,0,0.0,Green,0,"December 18th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1400.0,1400.0,1400.0,1.478194785631637,False,-0.5229818361939432,0.3050309286463754
363,363,364,Arabica,compañia colombiana agroindustrial s.a,Colombia,,,trilladora boananza,3-79-2009,ecom cca sa,1650,cundinamarca,,250,70 kg,Almacafé,2014,"August 11th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0.0,2,0.0,,0,"August 11th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,2.6398679690577835,False,-1.1553593555793074,-1.0164442033762566
364,364,365,Arabica,,Honduras,los hicaques,,cigrah sps,13-111-240,cigrah,1350,comayagua,Reynerio Zepeda,275,1 kg,Instituto Hondureño del Café,2014/2015,"April 8th, 2014",,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,0,0.0,Green,3,"April 8th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,1.7005451681960309,False,-0.8073514702320541,0.1993581099130182
365,365,366,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0161,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacafé,2013,"April 26th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0.0,1,0.0,Green,1,"April 26th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,2.427055206836786,False,-1.0005733670616237,-0.9633508691232734
366,366,367,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0183,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacafé,2013,"May 24th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,0,,Green,2,"May 24th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,1.061593052899855,False,-0.7624589706289514,0.3362030770969168
367,367,368,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lban,,finca los barreales,0,finca los barreales,1170,xalapa,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0.13,0,0.0,Green,14,"August 31st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170.0,1170.0,1170.0,1.8783310857737534,False,-0.1125236245994696,0.7491922033359825
368,368,369,Arabica,miguel cortes moreno,Mexico,,,"comunidad de sacún palma, municipio de chilón, chiapas",01-04,estrategias constructivas corzu s.a. de c.v.,940,chilón,ARMANDO GUTIERREZ GUZMAN,10,1 kg,AMECAFE,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,Green,12,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,940.0,940.0,940.0,1.383977624804837,False,-0.7834849591494284,0.34532153782947883
369,369,370,Arabica,gabriel bernardo rivas ross,Mexico,la corralera,,dos puentes de finca kassandra,2484,,1400,totutla,GABRIEL BERNARD RIVAS ROSS,15,1 kg,AMECAFE,2012,"July 11th, 2012",GABRIEL BERNARDO RIVAS ROSS,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0.12,0,0.0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400.0,1400.0,1400.0,1.961796883454874,False,-0.4839716274502206,0.5503060672300555
370,370,371,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,,"palinsa, beneficiado seco / santo tomas pachuj, beneficiado humedo",11/752/02,kanematsu corporation / rnp santo tomas pachuj,5000,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,69 kg,Asociacion Nacional Del Café,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0.1,0,0.0,Green,5,"April 30th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524.0,1524.0,1524.0,1.5617413950506531,False,-0.6219766245539815,0.2594888679134929
371,371,372,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0666,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,175,70 kg,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,0.11,0,0.0,Green,0,"February 8th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,0.9822898920930522,False,-0.7787607927351892,0.3252493641496913
372,372,373,Arabica,felipe isaza,Guatemala,conquista / morito,,beneficio ixchel,11/23/0237,coffee resources inc.,4600 ft.,oriente,ConquistaMorito,250,2 kg,Specialty Coffee Association,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,0.0,3,0.0,Green,12,"January 31st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1402.08,1402.08,1402.08,3.301136411664936,False,-1.274188661753831,-1.0747979149970763
373,373,374,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA #210308,,,,,14,100 lbs,Specialty Coffee Association,,"March 8th, 2011",Kona Pacific Farmers Cooperative,,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5,0.01,0,0.0,,0,"March 7th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,1.9272028661638028,False,-0.7900736447328124,-0.7950701715097712
374,374,375,Arabica,specialty coffee association of indonesia,Indonesia,pancoer angkrek,,pt. perkebunan nusantara xii,015-282,,1600,bondowoso,PT. PERKEBUNAN NUSANTARA XII,10,60 kg,Specialty Coffee Association of Indonesia,23 July 2010,"November 29th, 2010",Specialty Coffee Association of Indonesia,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,,0,"November 29th, 2011",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1600.0,1600.0,1600.0,2.313192875202901,False,-1.1601582346243902,-1.0047898433679834
375,375,376,Arabica,carcafe ltda ci,Colombia,,3-59-0504,neiva,3-59-0504,carcafe ltda,439,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,300,29 kg,Almacafé,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0.0,0,2.0,Green,1,"November 9th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,439.0,439.0,439.0,2.2294727134900896,False,-1.0660611933532085,-1.000489570489615
376,376,377,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0696,beneficio ixchel,11/23/0696,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,0,0.0,Green,3,"August 23rd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0,0.9577650815311596,False,-0.7970207939298881,0.22691057087654987
377,377,378,Arabica,carcafe ltda ci,Colombia,,3-59-2318,cartago,3-59-2318,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29 kg,Almacafé,2016,"May 10th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,"May 10th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,0.7757523590363232,False,-0.6985734869726458,0.3549506841127055
378,378,379,Arabica,"ceca, s.a.",Costa Rica,gamboa,8885,beneficio montañas del diamante,5-025-0032,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2016,"February 17th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,0.0,Blue-Green,4,"February 17th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0,0.8139724458766106,False,-0.27576739667476663,0.23448052793876745
379,379,380,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,日月潭文武莊園,1,南投縣埔里鎮蜈蚣里,,宸嶧國際,,,黃素貞0939227229,1,10 kg,Blossom Valley International,2015,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42,0.11,0,0.0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,,,,3.8575135831003196,False,1.1762086723781318,0.9038596528633227
380,380,381,Arabica,bugisu cooperative union,Uganda,bulago & buginyanya,5055,bcu,7697,bugisu cooperative union,1800,eastern,Bulago & Buginyanya,20,1218 kg,Uganda Coffee Development Authority,2015,"July 21st, 2016",Bugisu Cooperative Union,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0,0.0,Green,1,"July 21st, 2017",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800.0,1800.0,1800.0,1.8316104399674473,False,-0.5086066447548131,0.4070806796149757
381,381,382,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,MCCFWXA15/16,matsuzawa coffee,,matsuzawa coffee,1200,thailand,Matsuzawa Coffee,500,25 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,0,0.0,Bluish-Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1200.0,1200.0,1200.0,2.2302736209868503,False,-0.8287588290631847,0.5226419413327815
382,382,383,Arabica,consejo salvadoreño del café,El Salvador,la joya,73,el borbollon,9-391-73,consejo salvadoreño del café,1330,apaneca,"Ibero El Salvador, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2016,"April 25th, 2016",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,,0,"April 25th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1330.0,1330.0,1330.0,2.2630953196410064,False,-0.8662729914174098,0.28632716700864114
383,383,384,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-2236,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,70 kg,Almacafé,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,4,0.0,Green,0,"April 28th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,1.0479169967478825,False,-0.6606725193565541,0.47665933725941856
384,384,385,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,,,002/4542/0886,bourbon specialty coffees,,vale da grama,GABRIEL CARVALHO DIAS,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,0,0.0,Green,6,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,,2.922243819660857,False,-0.7350047904492037,0.46379954940107765
385,385,386,Arabica,ngila estate ltd,"Tanzania, United Republic Of",ngila estate,,ngila estate ltd,C50,ngila estate ltd,1600,karatu northern,Ngila Estate Ltd,39,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Ngila Estate Ltd,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,0,0.0,Green,4,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1600.0,1600.0,1600.0,1.1491856248262018,False,-0.7295368048144826,0.5805186139192597
386,386,387,Arabica,compañia colombiana agroindustrial s.a,Colombia,,,trilladora boananza,15-3-79-0002,ecom cca sa,1813,huila,,250,70 kg,Almacafé,2014/2015,"October 15th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,0,0.0,Green,1,"October 15th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1813.0,1813.0,1813.0,5.626922037474519,True,-1.029069069983376,-0.3727223508643886
387,387,388,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0562,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2013,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,0,0.0,Green,1,"August 21st, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,2.2356719478448803,False,-0.698865300918613,0.26815578922853456
388,388,389,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11/11711/6,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,"February 18th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0,0.0,Green,2,"February 18th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,1.1091186413237848,False,-0.6221712572504365,0.27611498129272644
389,389,390,Arabica,juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,11/23/1040,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,Green,0,"July 16th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,2.2299537901008804,False,-1.044344775286816,0.24226495944374798
390,390,391,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2233803 KONA NO. 1,kona pacific farmers cooperative,,kona,,13,100 lbs,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,0,0.0,Green,2,"January 24th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,2.5049335359062277,False,-1.0070648537969553,-0.9683034271350854
391,391,392,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0147,exportadora de cafe condor s.a,1450 msnm,cundinamarca,Exportadora de cafe condor,250,70 kg,Almacafé,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,"June 26th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450.0,1450.0,1450.0,1.4328966434430586,False,-0.8642186771892251,0.3057329580637774
392,392,393,Arabica,federacion nacional de cafeteros,Colombia,,,,03-01-0424,,,huila,,250,70 kg,Almacafé,,"February 1st, 2011",Federación Nacional de Cafeteros,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,1,0.0,,3,"February 1st, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,1.124806460299739,False,-0.7916001145254268,0.20024872811639
393,393,394,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,,HDOA 210127 Kona Extra Fancy,,,kona,Kona Pacific Farmers Co-Op,12,60 kg,Specialty Coffee Association,2010,"December 27th, 2010",Kona Pacific Farmers Cooperative,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,0,0.0,,0,"December 27th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,3.290032213247595,False,-1.0765917018204856,-0.8658753956310782
394,394,395,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,4,1 lbs,Specialty Coffee Association,,"April 13th, 2010",Doi Tung Development Project,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,0,0.0,,0,"April 13th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,3.196810329664642,False,-0.261869781868642,0.42134971747388233
