Text,Sentimen
Emang iya kelebihan duit? Bisa aja nabung lama atau pinjam buat konser bukan cuma soal banyak pikiran. Fokus urusan sendiri aja jangan judge prioritas orang lain mental health juga kebutuhan bukan boros. Terserah mereka pikirin aja hidupmu,Positif
kadang heran kok bisa ya ada orang yang terang-terangan ngomong mental health survivor itu lebay. Tolong banget itu awareness nya ditingkatin lagi ya.,Positif
sorry banget tingkat toleransi gue rendah banget kalo soal pasangan sekali aja gue ga dihargain gue bakal tinggalin lo even lo tipe gue banget but thanks diri gue prioritas utama. mental health gue lebih penting dr apapun titik.,Positif
Kalo maksudnya becanda jangan pake mental health ya kak Bagi penyintas itu hal yang menyiksa,Positif
bener kan ya mental health paling utama,Positif
Itu tandanya mental health lu lagi lemah alias batin lu lagi capek Istirahat aja dulu jan dipaksa,Positif
fak mental health  kita lebih butuh uang,Negatif
mereka ga ada yg tau ketika aku feeling down apa yg aku lakuin mereka gatau yg aku butuhin ketika down. yg mereka tau cm aku main2. they dont kno abt my mental health . huft dahlah skrg aku dah better walopun masih SEDIH BANGET tp yaudahlah. life must go on,Negatif
Novelku mental Health semua pls..,Positif
This Emang harusnya gitu daripada stuck di tempat yang bikin trauma better bangun ulang hidup di tempat yang lebih waras. Kadang kita lupa kalau mental health tuh sama pentingnya kayak pencapaian. Seunghan deserve tempat yang lebih sehat dan supportive.,Positif
Hii aku juga pernah ga haid 1 tahun dan ga ngerasa sakit apapun juga sih sampe akhirnya ke RS ya alhamdulillah gaada apa2 cumannn aku terindikasi obesitas ngaruh ke hormon gt jadi nya sel telur nya kek ga sempurna gitu. Aku jg mikir keknya mental health ku ga stabil sih-,Negatif
wah udah ga bener nih what about my mental health ?????,Negatif
udah seneng dapet kerjaan dengan sallary yang upgrade tapi harus ngorbanin mental health,Negatif
gw yg drtd mantengin akun kak ozi ngelarin konten end game hmmmm sprtinya ini tida worth it kecuali emng yg tipikal suka flexing gweh malas si lebih baik sayangi mental health anda,Positif
juara satu di block mantan pakk awkwkwk tp gpp gpp mungkin dia block karna takut aku ovt dan ganggu mental health aku dengan postingannya what a gentleman sayangku..,Positif
Iyaaa. Dulu 2 kali aku ke puskesmas yang beda karena pindah KTP prosedurnya begitu sih. Coba aja ga ada salahnya take care our mental health .,Positif
belajar nerima kenyataan gaboleh egois gaboleh maksa take care of your mental health . ga apa apa ga semuanya harus berjalan sesuai dengan apa yang kita mau mau itu gagal ataupun berhasil yang penting kamu sudah melakukan yang terbaik.,Positif
Tiba tiba sobi gue bilang ke beberapa temennya yang mau konsul masalah mental health bisa berbagi ke gue dulu karna katanya gue penghuni tetap psikiater psikilog. Ya gak salah sih tapi kan gue cuma sebatas berbagi dokter atau psikolog mana yang bagus atau alur bpjs aja,Positif
Apalagi ya.. oh mental health . Keinginan buat konseling ke psikolog masih on off,Negatif
Deserve. Mengguncang mental health gw soalnya.,Negatif
gapapa demi menjaga mental health by,Positif
Panggilin semua lawyer gw kagak takut dibilang my mental health is bad kok ga percaya,Negatif
gk dlu kak. merusak mental health .,Positif
buat lu pada yg SIMAK joki/ Al gua gaikhlas lahir batin semoga kuliah lu gatenang dibuat takut sama aib lu sampe lu dapet social pressure mental health lu ancur jadi pecundang di Ul umur lu di Ul galama ya gua kasi tau 1-2 semester paling keluar lu gabakal survive disini,Negatif
Bahagia itu sederhana diberi pikiran yang tenang misalnya. My mental health is getting better,Positif
aku tu minta ade ku bentuk investment dalam bentuk menjaga mental health ak ntr klo ak udh kerja kn ak jajanin mreka jg,Positif
Gue paham banget kalau misal pake mental health card itu salah banget. Tapi what if gue bnrn udah ga sanggup,Negatif
Ga kerasa juga moment ini udah pas setahun Its not that easy buat aku move on from this incident ya My mental health is better and am feeling happy again. Intinya selingkuh itu penyakit kalo sudah kebiasaan bakal berulang-ulang terus. Mau itu selingkuh fisik or non fisik,Positif
Adakah yg sesama penyintas mental health ? Atau yg udah cape sama hidup? Sharing yok lagi cape di fase burnout ini.,Negatif
ada ngga sih konsultasi psikolog gratis via online chat?? atau kalau engga ada gak ya semacam test mental health gt tapi yang terpercaya yap,Negatif
Manusia buat caption bodoh2 terus aku block je. Menjaga mental health lebih utama,Positif
Gaji pas UMR koyok aku ga kakehan komen wes insya Allah tahun depan wes 2x cuman modal mental health wkwk bismillah Allah kuatkan,Positif
Masih ada aja yaa orang yg masih meremehkan mental health  mana temen deket lagii hadehh Nyesel dah gw cerita sama dia Gw jga kalau jujur mah gmw juga punya PTSD tapi ya gimana ya denger nama tempatnya aja pun udh langsung deg degan ga karuan,Positif
gue selalu tersentuh dari setiap gue mau pulang abis nyamperin doi dia selalu bilang terima kasih ya ay udah samperin/ketemu aku aku seneng bgt berasa bgt dihargai sebagai pasangannya mental health,Positif
Iya yang bener gitu dong daripada kerja setengah setengah mending pulang aja. Demi menjaga mental health pekerja,Positif
persetan mental health  kalau keterima di dubai ya gajadi pulang ke indo lah yang gue butuhkan cuma duit duit dan duit,Negatif
aku ngehina dia mental health tai kok sekarang aku kena,Negatif
semangat terus buat kita semua yang lagi berusaha buat ngerubah hidup untuk yang lebih baik baik itu kerjaan mental health  dll. semoga kita terus ada dijalan tuhan dan dilancarkan terus semua urusan kita. amin amin,Positif
urusan sm mental health emg monyed,Negatif
ni yg pd kontra krna org lain bersuara smoga lo g ada di toxic relationship ya. lo g bkl tau gmn sakitnya brada di hub yg ky gt. sbrapa besarnya tekanan pun klo udh lepas sbrapa hancurnya mental health lo krn smua tekanan itu. bhkn utk sekedar speak up aja takutnya minta ampun,Negatif
Awal tahun ini ada gejala berat utk ngantor dan milih rebahan di kamar ga bersosialisasi. Seketika suami menyarankan untuk resign. Walaupun skrg masih jadi job seeker but mental health aman pake bgt habis resign huhuhu,Negatif
ya allah 1 aja yang ga pemabok ga mental health illness  ga followan sampe 2nd pdhal lg pacaran,Positif
Melihat orang-orang dari angkatanku di kuliah dan SMA pada masuk CoC does irreparable damage to my mental health ..,Negatif
Terus gimana nanti kalo tiba2 duaaar mental health,Negatif
I hope you guys yg blm move on go out from house and do walk get fresh air. Everything gonna be okay. Kalo mengenang boleh2 aja tp jangan dibawa berlarut2 kasian mental health sm badan kalian. Kena efek dr ovt  gamon,Positif
kamu nya jangan pendam apapun sendirian ya keluarin apa yang kamu rasa apapun itu valid banget kok.. harus berbagi ke orang yang kamu percaya.. jujur buat sembuh tuh lumayan susah apa lagi klau kambuh  ayo jaga mental health . harus sayang diri no.1,Positif
selain ngilang bawa mental health juga,Negatif
Bajingan kalau mau jualan link gausah pake narasi yang berkaitan sama mental health bisa gak sih? Ada orang yang betulan butuh professional help diluar sana click bait kayak gini cuma buat jualan link ITU AKAL SEHATNYA DIMANA Cok?,Positif
my mental health lebih penting kewarasanku lebih penting so aku pilih laki2 yg ga bikin aku gila dan mengemis,Positif
semoga ga kena ini mental health aku,Negatif
Ga dibayar tahan2 aja sampe gajian der. Gw juga gitu tp kalo gk tahan yaudh keluar aja. Mental health lebih penting,Positif
Maklum ya kena mental health . Tiba2 sekali ini jdi broken home. Mana yg satu kluarga mami besar bgt jdi tkut mau nimbrung,Negatif
ada aja cobaan anjir????? apa lagi yang perlu dijelasin????? lol dont ever dare to put mental health card to me,Negatif
Yelah dikit mental health tai ajg lah itu,Negatif
akan aku usahakan trip ke seoul utk pulse tour tahun ni menjadi aku kena jumpa jihoon and treasure utk mental health aku sendiri,Positif
Soal Mental health dan Finansial gw gak selesai2,Negatif
gue keknya nontonnya too much terlalu pake perasaan jd stress gini poor my mental health,Negatif
Minimal scenes udh dikit punya empati lah sama penonton. Badai sana sini. Bukan edukasi mental health malah bikin penonton tambah stress,Negatif
udh cerita aja blm tentu org mau dengerin lho. kan gaada yg tau dia bakal s word atau engga? nanti disangka lebay lah apa lah. lembaga2 yg peduli sama mental health tiba tiba susah dihubungi,Negatif
Saking rusaknya mental health  dinasehatin aja rasanya kaya dibully..,Positif
moots ku yg di sekitar jaksel tangsel punya rekomendasi psikiater/ mental health center yg bagus gak yaa? prefer yayasan swasta  non rs ya aku mau ganti tempat terapi,Negatif
Yeah.. no problem at all.. yg penting kita jaga mental health,Positif
aq aja masih berjuang buat mental health q sendiri gt jg masi banyak yg nabrak sono sini.. its ok ya babe di fase cooling down pengennya dimengerti tp nyatanya malah ngertiin orang lain,Positif
Resign dari tempat kerja demi mental health gue. ----,Positif
gausah bahas mental health kalo lu aja pelaku utama perusak,Negatif
plis lupain masa kelam itu????? kamu gapeduli ya sama mental health aku???? no,Negatif
kl liat sidang skripsi lewat fyp anxiety,Negatif
Kelar packing untuk CFXX after sales Otw kirim Anyway.. anxiety ku kambuh pas packing jadi beberapa paket kulapis berkali2 mohon maaf kalo merepotkan pas unboxingnya haha,Negatif
Ngelamun dikit anxiety kambuh,Negatif
Nonton kali kita tp tktnya dgrin Black Parade gue lgsg anxiety attack keinget maket belom kelar,Negatif
Jujuuurr pening sekaliii. Anxiety ku bergejolak. Tapi Bismillaah aja. Semoga nanti bisa terlewati dengan bahagia dan tenang jiwa,Positif
kayaknya gua kelamaan jadi guru kelas 1 ya biasa menghadapi anak2 umuran segitu jadi kalo ngeliat di sosmed anak2 umuran segitu bawaannya MUAK dan ANXIETY banget jirrrrr.,Negatif
kaki yg jatuh pas trekking masih sakit kalo dipake jalan jauh/berdiri lama padahal konser 2 hari ambil standing oon terus i donanxiety ngga juga sembuh dari pertengahan juni padahal udah suntik obat lambung  ga skip konsumsi obat,Negatif
Yap Benci bgt sama anxious kenapa gue harus ANXIOUSSSSSS KENAPA GUE PUNYA ANXIETY DISORDER TUHAAANNN,Negatif
fakk malem malem gini kena anxiety attack. gegara aku ngajak dia tp ditolak dan pikiran kmn mn,Negatif
kayanya lanjutin our movie pas udah tamat aja dehhh gapapa loat spoiler nya duluuuu daripada anxiety gue tambah parah,Negatif
first time anxiety jir grmetsr gakuat ngeyik jing,Negatif
Saking anxiety waktu start tadi ini kuku membiru anjir panas dingin,Negatif
benci bgt kalo anxiety kambuh anzing,Negatif
itu orang dewasa kek gini kah for the rest of their life anxiety tiap hari senen,Negatif
Dengan ini dan dalam detik ini aku sudah mengikhlaskan semua yg membuatku sedih kesal dan anxiety  dengan ini juga hingga seterusnya aku akan melangkah dengan percaya diri dan penuh senyuman serta semangat setiap harinya,Positif
stop dulu aja gpp nder kan main game harusnya menghilangkan stress dan anxiety bukan sebaliknya buyer loyalmu pasti paham,Negatif
orang se waras gue bisa anxiety karena koas,Negatif
astaghfirullah anxiety ku pliiss ini sakit bangett,Negatif
kaya gini yaa anxiety balik lagi. astaghfirullah,Negatif
Mual dan mau muntah ada dari kemarin karena anxiety,Negatif
masih struggle sama bad anxiety episode  coba nyari distraksi pulang pulang capek krna kerjaan juga masih banyak tp bbrp org yg gue anggep homie malah bikin gue pengen teriak yall stressing me out kaya ga ngerti rasanya cape tp nangis pun gabisa,Negatif
kambuh mulu tiap scroll galeri rentang waktu August-Dec anxiety,Negatif
baca buku bukannya seneng malah anxiety ku kambuh,Negatif
Kalo nge chat jangan manggil doang plis. Ak anxiety nunggunya. Kalo bisa manggillangsung dgn tujuan jangan nunggu aku balas,Negatif
aku rest. hari ini gila bgt aku sakit mata sakit dengkul jantungan anxiety  bipolar demam batuk pilek panas dingin es campur es ketan marjan cocopandan,Negatif
jgn ujan lagi YA PLS AYO DONG GW GA MAU GA BISA TIDUR IN THIS SHIT ASS WEATHER my anxiety is rising,Negatif
mau nangis bgt anxiety kumat gara gara kena ujan kena becek kena banjir kena kotor,Negatif
ga pegang laptop 3 hari rasanya anxiety anjir,Negatif
Pikiran gue nggak tenang ada ketakutan luar biasa takut ketauan dan dibahas serius Apakah ini anxiety ?,Negatif
Knp ini anxiety ketemu orang2 rame ku kambuh lagi,Negatif
Pertama kalinya tiba2 jantung dag dig dug padahal posisi lagi masak tiba2 pandangan gelap dibawa duduk tutup mata tiba2 dada panas sampe tenggorokan. Anxiety kah ?,Negatif
mo ngumpulin orang yang tiap minggu sore anxiety sendiri krn takut ngadepin kerjaan besok,Negatif
Buat gue yang moodydan punya anxiety sering banget disalah-pahami akan sesuatu. Kayak sampe capek hal kecil aja dibikin besar. Dikira gak butuh atau apalah itu cuma karena mood gue yang gampang banget gak stabil. Mau nyerah aja sama hidup boleh gak sih,Negatif
Ternyata gpp loh nonton kdrama atau series yg cringe aneh tapi lo dont have to worries for the sake of entertaiment dan feel good aja demi mood gw jadi happy pas nonton ginian idk the anxiety somehow left out,Negatif
tiap lihat orang bahas nilai gw langsung anxiety,Negatif
Aku ini kena anxiety kah?? Gelisah mulu semenjak kerja kek takut salah. Pdhl sholat alhamdulillah lancar tapi masih gelisah sampe ovt kek dulu kerja kantoran,Negatif
Hidup gue kenapa penuh dengan ketidakpastian melulu ya? Maybe thats why I have anxiety and panic attack,Negatif
YaAllah seriusan ini ak udh anxiety bgttt pdhl msh chat-an di grup utk kpn mau first meet,Negatif
ngerasain punya emak ril suka joinin anaknya buat aktivitas ini itu jujur masa kecil gue sedikit bgt buat main positifnya jdi multitasking ambisius. negatifnya ketika beranjak dewasa bisa kena anxiety semudah itu. jdi pastiin dulu anak lu mau dan libatkan anak untuk diskusi,Positif
mual dada sakit da susah nafas gaenak bgt anxiety,Negatif
gtau sampe kapan kuat ngadepin anxiety kayak gini bingung hrus apa,Negatif
yaalahhhhhh kepikirann trssssssssssssssss anxiety jadinyaaaaaaaaaaaaaaaaaaa,Negatif
hehehehe emg dasarnya anxiety gw aja yg bkin gw stres,Negatif
lama2 gua buka toko piercing krn selain kepikiran piercing baru terus anting gue ilang/copot mulu anj anxiety gua TKUT KETUTUP BANGSATTT APALGI YG BLM FULLY HEALED,Negatif
keknya orang fomo kayak aku ga cocok main tiktok kak makanya ngetrigger anxiety WKWKWK terlalu cepet trend tiktok berubah tu AAMIINKAN SIHHHHH,Negatif
Wkwk masa kuliah apalagi mau ujian dah berasa nightmare mau tidur pun ngga bisa karena udah Anxiety deluan,Negatif
football bikin w anxiety tiap minggu tapi kalo menang tuh rasanya relief walopun dibikin stress lagi minggu berikutnya. kenapa harus ada turnamen lucknut ini huaaa,Negatif
aku hancur-hancuran hahaha semua tujuan ga ada yang tercapai orang yang paling aku sayangi my safe place sudah pergi got my anxiety sampe sesek ada hari dimana aku beneran udah gabisa gerak karena bingungnya aku dengan diriku sendiri.,Negatif
every time nak keluar sorang mesti anxiety dulu eih nyampahh,Negatif
gue udah mempertaruhkan social anxiety gue demi ini thanks bff,Negatif
Jangan sembang pasal tak support men mental health . Kau lembik ke depress ke. Tanggungjawab kau sebagai lelaki tetap kena hadap. Sejauh mana society akan support kau kau takleh lari dari tanggungjawab. Itu bukan kejam itu survival.,Positif
gaakan gue maafin orang orang yang ngeremehin bahkan ngolok ngolok mental health dia. semoga lo semua kena karma deh wkwk,Positif
as anak i would say yes gap dekat2 tu seronok ye. tapi as mak kalau support system tak kuat anak gap dekat ni bukan senang nak jaga. your mental health important too kalau nak relationship dgn anak and between anak tu baik..,Positif
ganggu mental health klo ini,Negatif
Sepatutnya main socmed ni santai2 tapi boleh effect mental health jugak ya,Negatif
dosen gw ngejelasin mental health gw gakuat kena panic attack,Negatif
Jujur mental health gw udh kena,Negatif
gua gaakan pernah lupa dan gaakan pernah maafin orang yang bilang dia sakit pura pura apalagi dengan alesan gak mau main ini itu. chimon udah beraniin dirinya buat cerita kalo masih ada yang gak percaya lu gila. gaada otak lu yang nyepelein mental health orang.,Negatif
